{'Time';'CpX';'CpY';'BottomLeft';'BottomRight';'TopLeft';'TopRight';'Weight';'RAWBottomLeft';'RAWBottonRight';'RAWTopLeft';'RAWTopRight'}
0.001     	    -0.938	    -5.284	 32414.773	 28523.684	 11612.314	 11847.906	  8612.110	      9441	     19213	     14846	      3720
0.201     	    -1.280	    -5.203	 32855.773	 27778.885	 11827.914	 11916.506	  8610.110	      9486	     19137	     14868	      3727
0.400     	    -1.643	    -4.996	 33228.176	 26828.283	 12278.714	 12259.506	  8632.110	      9524	     19040	     14914	      3762
0.601     	    -1.817	    -4.797	 33149.773	 26161.885	 12670.714	 12563.306	  8627.110	      9516	     18972	     14954	      3793
0.800     	    -1.876	    -4.445	 32640.174	 25387.684	 13268.514	 13200.306	  8622.110	      9464	     18893	     15015	      3858
1.000     	    -1.907	    -4.251	 32355.975	 25103.484	 13709.514	 13504.106	  8640.110	      9435	     18864	     15060	      3889
1.200     	    -2.001	    -4.169	 32355.975	 24691.885	 13797.714	 13651.106	  8622.110	      9435	     18822	     15069	      3904
1.400     	    -2.048	    -4.036	 32316.773	 24437.084	 14072.114	 13935.306	  8649.110	      9431	     18796	     15097	      3933
1.601     	    -1.925	    -3.977	 32169.773	 24368.484	 13974.114	 14239.106	  8648.110	      9416	     18789	     15087	      3964
1.800     	    -1.903	    -3.802	 31914.975	 24123.484	 14287.714	 14611.506	  8667.110	      9390	     18764	     15119	      4002
2.001     	    -1.699	    -3.494	 31003.574	 23770.684	 14660.114	 15248.506	  8641.110	      9297	     18728	     15157	      4067
2.200     	    -1.477	    -3.251	 30337.174	 23633.484	 14944.314	 15865.906	  8651.110	      9229	     18714	     15186	      4130
2.401     	    -1.207	    -3.097	 29513.975	 23662.885	 15032.514	 16179.506	  8611.110	      9145	     18717	     15195	      4162
2.599     	    -0.914	    -3.081	 29131.773	 24035.283	 14885.514	 16414.705	  8619.110	      9106	     18755	     15180	      4186
2.800     	    -0.700	    -3.117	 28965.174	 24388.084	 14679.714	 16522.506	  8628.110	      9089	     18791	     15159	      4197
3.000     	    -0.515	    -3.242	 28896.574	 24848.684	 14346.514	 16385.307	  8620.110	      9082	     18838	     15125	      4183
3.200     	    -0.405	    -3.413	 28994.574	 25319.084	 14003.514	 16101.106	  8614.110	      9092	     18886	     15090	      4154
3.401     	    -0.269	    -3.719	 29161.174	 26201.084	 13542.914	 15454.306	  8608.110	      9109	     18976	     15043	      4088
3.602     	    -0.015	    -3.915	 28984.773	 27259.484	 13366.514	 15032.906	  8637.110	      9091	     19084	     15025	      4045
3.800     	     0.359	    -4.032	 28504.574	 28112.084	 13082.314	 14876.106	  8630.110	      9042	     19171	     14996	      4029
3.999     	     0.340	    -4.167	 28671.174	 28278.684	 12847.114	 14562.506	  8608.110	      9059	     19188	     14972	      3997
4.200     	     0.030	    -4.176	 29239.574	 27906.283	 13003.914	 14454.706	  8633.110	      9117	     19150	     14988	      3986
4.400     	    -0.291	    -4.109	 29602.174	 27308.484	 13268.514	 14425.306	  8633.110	      9154	     19089	     15015	      3983
4.599     	    -0.541	    -4.019	 29827.574	 26828.283	 13582.114	 14464.506	  8643.110	      9177	     19040	     15047	      3987
4.799     	    -0.715	    -3.999	 30023.574	 26475.484	 13660.514	 14415.506	  8630.110	      9197	     19004	     15055	      3982
5.000     	    -0.918	    -3.955	 30209.773	 26014.885	 13778.114	 14395.906	  8612.110	      9216	     18957	     15067	      3980
5.200     	    -0.960	    -3.885	 30258.773	 25887.484	 13944.714	 14562.506	  8638.110	      9221	     18944	     15084	      3997
5.401     	    -0.908	    -3.876	 30219.574	 25985.484	 13954.514	 14631.106	  8652.110	      9217	     18954	     15085	      4004
5.600     	    -0.870	    -3.935	 30150.975	 25995.283	 13738.914	 14503.706	  8611.110	      9210	     18955	     15063	      3991
5.800     	    -0.880	    -3.852	 30111.773	 25916.885	 13934.914	 14689.906	  8638.110	      9206	     18947	     15083	      4010
6.001     	    -0.809	    -3.926	 30170.574	 26132.484	 13748.714	 14621.306	  8640.110	      9212	     18969	     15064	      4003
6.199     	    -0.749	    -3.880	 30003.975	 26161.885	 13817.314	 14729.106	  8644.110	      9195	     18972	     15071	      4014
6.400     	    -0.669	    -3.710	 29602.174	 25760.084	 13905.514	 15140.706	  8613.110	      9154	     18931	     15080	      4056
6.600     	    -0.608	    -3.484	 29219.975	 25328.885	 14160.314	 15679.706	  8611.110	      9115	     18887	     15106	      4111
6.800     	    -0.664	    -3.394	 29200.373	 25015.283	 14277.914	 15875.706	  8609.110	      9113	     18855	     15118	      4131
6.999     	    -0.726	    -3.293	 29200.373	 24701.684	 14434.714	 16101.106	  8616.110	      9113	     18823	     15134	      4154
7.200     	    -0.723	    -3.082	 28876.975	 24319.484	 14787.514	 16522.506	  8623.110	      9080	     18784	     15170	      4197
7.399     	    -0.358	    -2.759	 27798.975	 24045.084	 14983.514	 17345.705	  8589.110	      8970	     18756	     15190	      4281
7.600     	    -0.068	    -2.628	 27563.773	 23966.684	 14777.714	 18110.105	  8614.110	      8946	     18748	     15169	      4359
7.800     	     0.373	    -2.448	 26907.174	 24172.484	 14728.714	 18923.506	  8646.110	      8879	     18769	     15164	      4442
8.002     	    -1.511	    -3.204	 30729.174	 22820.084	 14405.314	 16424.506	  8610.110	      9269	     18631	     15131	      4187
8.200     	    -1.963	    -3.018	 31513.174	 21683.283	 14767.914	 16904.705	  8660.110	      9349	     18515	     15168	      4236
8.399     	    -3.557	    -3.046	 34541.375	 18841.283	 14944.314	 16679.307	  8674.110	      9658	     18225	     15186	      4213
8.599     	    -7.189	    -5.442	 43439.773	 18880.484	 13523.314	  9682.106	  8727.110	     10566	     18229	     15041	      3499
8.801     	    -8.129	    -6.690	 46614.973	 19292.084	 11416.314	  7055.706	  8610.110	     10890	     18271	     14826	      3231
9.001     	    -9.052	    -5.900	 45830.973	 18018.084	 14699.314	  6820.506	  8711.110	     10810	     18141	     15161	      3207
9.200     	    -8.535	    -5.653	 45174.375	 18243.484	 14767.914	  7800.506	  8774.110	     10743	     18164	     15168	      3307
9.399     	    -6.874	    -5.498	 43449.574	 21075.684	 14699.314	  9045.106	  9007.110	     10567	     18453	     15161	      3434
9.601     	    -4.458	    -2.563	 35521.375	 17057.684	 16649.514	 17296.705	  8829.110	      9758	     18043	     15360	      4276
9.802     	    -9.425	    -5.670	 45282.176	 17586.885	 15836.114	  6457.906	  8690.110	     10754	     18097	     15277	      3170
10.001    	    -9.318	    -5.733	 43116.375	 18106.283	 15983.114	  5428.906	  8432.110	     10533	     18150	     15292	      3065
10.200    	    -9.331	    -6.347	 44988.176	 18831.484	 14571.914	  4850.706	  8494.110	     10724	     18224	     15148	      3006
10.400    	    -9.517	    -4.996	 41509.176	 17145.885	 17962.715	  6007.106	  8431.110	     10369	     18052	     15494	      3124
10.600    	    -9.945	    -2.896	 37275.574	 14823.284	 23872.113	  7829.906	  8551.110	      9937	     17815	     16097	      3310
10.801    	   -10.446	    -1.410	 34012.176	 12765.284	 27988.113	  8878.506	  8535.110	      9604	     17605	     16517	      3417
11.000    	   -10.759	    -2.743	 38549.574	 13960.884	 25332.314	  7506.506	  8709.110	     10067	     17727	     16246	      3277
11.200    	   -10.112	    -4.602	 41822.773	 16254.084	 19618.914	  6065.906	  8547.110	     10401	     17961	     15663	      3130
11.399    	   -10.136	    -4.703	 42469.574	 16469.684	 19550.314	  5997.306	  8621.110	     10467	     17983	     15656	      3123
11.600    	   -10.184	    -5.616	 45497.773	 17518.283	 17453.113	  5154.506	  8737.110	     10776	     18090	     15442	      3037
11.799    	   -10.287	    -5.620	 45331.176	 17224.283	 17345.314	  5076.106	  8671.110	     10759	     18060	     15431	      3029
12.001    	    -9.183	    -5.175	 45654.574	 18214.084	 17737.314	  7418.306	  9084.110	     10792	     18161	     15471	      3268
12.200    	    -6.386	    -4.029	 37863.574	 18635.484	 16796.514	 11122.706	  8614.110	      9997	     18204	     15375	      3646
12.400    	    -5.304	    -4.039	 36422.973	 20105.484	 16120.314	 11759.706	  8613.110	      9850	     18354	     15306	      3711
12.600    	    -4.231	    -3.994	 34727.574	 21536.283	 15630.314	 12357.506	  8597.110	      9677	     18500	     15256	      3772
12.800    	    -2.342	    -3.709	 31660.174	 23653.084	 15071.714	 13954.906	  8606.110	      9364	     18716	     15199	      3935
12.999    	    -0.315	    -3.412	 28573.174	 26073.684	 14513.114	 15777.706	  8667.110	      9049	     18963	     15142	      4121
13.200    	     0.785	    -3.137	 26377.975	 26916.484	 14268.114	 16787.105	  8607.110	      8825	     19049	     15117	      4224
13.399    	     1.220	    -2.766	 25427.373	 26877.283	 14620.914	 17953.307	  8661.110	      8728	     19045	     15153	      4343
13.601    	     1.898	    -2.105	 23398.773	 26201.084	 15052.114	 19638.906	  8601.110	      8521	     18976	     15197	      4515
13.800    	     2.163	    -1.620	 22301.174	 25554.283	 15610.714	 20775.705	  8596.110	      8409	     18910	     15254	      4631
14.000    	     2.079	    -1.628	 22546.174	 25426.885	 15600.914	 20824.705	  8612.110	      8434	     18897	     15253	      4636
14.200    	     1.730	    -1.967	 23633.975	 25524.885	 15179.514	 20030.906	  8609.110	      8545	     18907	     15210	      4555
14.400    	     1.190	    -2.044	 24653.174	 24858.484	 15277.514	 19717.307	  8623.110	      8649	     18839	     15220	      4523
14.600    	     1.037	    -1.907	 24564.975	 24201.885	 15453.914	 19844.705	  8578.110	      8640	     18772	     15238	      4536
14.800    	     0.872	    -1.920	 25211.773	 24378.283	 15767.514	 20040.705	  8714.110	      8706	     18790	     15270	      4556
15.001    	     0.514	    -2.030	 25887.975	 23682.484	 15453.914	 19668.307	  8642.110	      8775	     18719	     15238	      4518
15.201    	     0.662	    -1.388	 24878.574	 22006.684	 15826.314	 21265.705	  8569.110	      8672	     18548	     15276	      4681
15.400    	     1.030	    -1.005	 23976.975	 21800.885	 16228.114	 22422.105	  8615.110	      8580	     18527	     15317	      4799
15.600    	     1.267	    -0.753	 23437.975	 21448.084	 16306.514	 23235.506	  8615.110	      8525	     18491	     15325	      4882
15.801    	     1.616	    -0.564	 22859.773	 21340.283	 16188.914	 24009.705	  8612.110	      8466	     18480	     15313	      4961
15.999    	     1.903	    -0.315	 22046.373	 21271.684	 16443.715	 24636.906	  8612.110	      8383	     18473	     15339	      5025
16.200    	     1.947	    -0.546	 22330.574	 21947.885	 16198.714	 24195.906	  8640.110	      8412	     18542	     15314	      4980
16.400    	     2.035	    -1.384	 23633.975	 23790.283	 14856.114	 22686.705	  8670.110	      8545	     18730	     15177	      4826
16.601    	     1.860	    -2.002	 24525.773	 24642.885	 13944.714	 21059.906	  8589.110	      8636	     18817	     15084	      4660
16.800    	     1.571	    -2.058	 25133.373	 24437.084	 14062.314	 20893.307	  8625.110	      8698	     18796	     15096	      4643
17.000    	     1.464	    -1.832	 24839.373	 23839.283	 14493.514	 21197.105	  8609.110	      8668	     18735	     15140	      4674
17.201    	     1.726	    -1.657	 24163.174	 23800.084	 14581.714	 21657.705	  8592.110	      8599	     18731	     15149	      4721
17.400    	     1.851	    -1.271	 23496.773	 23192.484	 15081.514	 22598.506	  8609.110	      8531	     18669	     15200	      4817
17.601    	     1.983	    -1.153	 23065.574	 23172.885	 15228.514	 22843.506	  8603.110	      8487	     18667	     15215	      4842
17.800    	     1.964	    -1.439	 23516.373	 23702.084	 14787.514	 22245.705	  8597.110	      8533	     18721	     15170	      4781
18.001    	     1.868	    -1.649	 24153.373	 24005.885	 14493.514	 21941.906	  8632.110	      8598	     18752	     15140	      4750
18.201    	     1.767	    -1.840	 24417.975	 24045.084	 14130.914	 21353.906	  8566.110	      8625	     18756	     15103	      4690
18.401    	     1.717	    -1.603	 24261.174	 23623.684	 14591.514	 21922.307	  8612.110	      8609	     18713	     15150	      4748
18.600    	     1.643	    -1.447	 24074.975	 22937.684	 14660.114	 22157.506	  8554.110	      8590	     18643	     15157	      4772
18.801    	     1.621	    -1.375	 23967.174	 22986.684	 14973.714	 22255.506	  8590.110	      8579	     18648	     15189	      4782
19.000    	     1.379	    -1.305	 24084.773	 22624.084	 15326.514	 22147.705	  8590.110	      8591	     18611	     15225	      4771
19.201    	     1.350	    -1.323	 24221.975	 22761.283	 15424.514	 22157.506	  8629.110	      8605	     18625	     15235	      4772
19.401    	     1.322	    -1.653	 24868.773	 23280.684	 14826.714	 21579.307	  8628.110	      8671	     18678	     15174	      4713
19.600    	     1.405	    -1.727	 24829.574	 23515.885	 14650.314	 21442.105	  8616.110	      8667	     18702	     15156	      4699
19.801    	     1.368	    -1.615	 24760.975	 23055.283	 14679.714	 21706.705	  8592.110	      8660	     18655	     15159	      4726
20.000    	     1.366	    -1.372	 24525.773	 22506.484	 14983.514	 22324.105	  8606.110	      8636	     18599	     15190	      4789
20.202    	     1.344	    -1.499	 24809.975	 22820.084	 14865.914	 22108.506	  8633.110	      8665	     18631	     15178	      4767
20.400    	     1.115	    -1.548	 25211.773	 22526.084	 14856.114	 21892.906	  8621.110	      8706	     18601	     15177	      4745
20.599    	     1.010	    -1.846	 25770.373	 23016.084	 14493.514	 21187.307	  8619.110	      8763	     18651	     15140	      4673
20.801    	     1.065	    -2.258	 26887.574	 24427.283	 14121.114	 20824.705	  8802.110	      8877	     18795	     15102	      4636
21.000    	     0.957	    -1.943	 26103.574	 23280.684	 14473.914	 21050.105	  8664.110	      8797	     18678	     15138	      4659
21.202    	     0.819	    -1.475	 25319.574	 21967.484	 15159.914	 21696.906	  8586.110	      8717	     18544	     15208	      4725
21.400    	     0.510	    -1.086	 24888.373	 21369.684	 16502.514	 22020.307	  8651.110	      8673	     18483	     15345	      4758
21.602    	     0.232	    -1.403	 25682.174	 21399.084	 15983.114	 21167.705	  8595.110	      8754	     18486	     15292	      4671
21.799    	     0.284	    -1.573	 26015.373	 21840.084	 15698.914	 20981.506	  8626.110	      8788	     18531	     15263	      4652
22.001    	     0.311	    -1.484	 25770.373	 21830.283	 15943.914	 21099.105	  8637.110	      8763	     18530	     15288	      4664
22.201    	     0.532	    -1.623	 25456.773	 22398.684	 15620.514	 20746.307	  8594.110	      8731	     18588	     15255	      4628
22.399    	     0.249	    -1.740	 26083.975	 22173.283	 15532.314	 20413.105	  8592.110	      8795	     18565	     15246	      4594
22.599    	     0.273	    -1.662	 25917.373	 21967.484	 15571.514	 20579.705	  8575.110	      8778	     18544	     15250	      4611
22.800    	     0.769	    -1.569	 25221.574	 22398.684	 15355.914	 21167.705	  8586.110	      8707	     18588	     15228	      4671
23.000    	     0.937	    -1.179	 24427.773	 21840.084	 15845.914	 22079.105	  8591.110	      8626	     18531	     15278	      4764
23.200    	     1.058	    -1.071	 24212.174	 21683.283	 15836.114	 22480.906	  8593.110	      8604	     18515	     15277	      4805
23.400    	     1.225	    -1.434	 24721.773	 22447.684	 14993.314	 22030.105	  8591.110	      8656	     18593	     15191	      4759
23.600    	     1.223	    -1.898	 25623.373	 23437.484	 14297.514	 21265.705	  8635.110	      8748	     18694	     15120	      4681
23.800    	     1.001	    -2.405	 26652.373	 24192.084	 13689.914	 20060.307	  8632.110	      8853	     18771	     15058	      4558
24.002    	     0.861	    -2.732	 27348.174	 24623.283	 13239.114	 19325.307	  8626.110	      8924	     18815	     15012	      4483
24.200    	     0.870	    -2.878	 27524.574	 25015.283	 13082.314	 18992.105	  8634.110	      8942	     18855	     14996	      4449
24.401    	     0.712	    -2.761	 27387.373	 24554.684	 13386.114	 18992.105	  8604.110	      8928	     18808	     15027	      4449
24.601    	     0.399	    -2.175	 26358.373	 23349.283	 14895.314	 19452.705	  8577.110	      8823	     18685	     15181	      4496
24.802    	     0.169	    -1.151	 24819.773	 21408.885	 17002.314	 21069.705	  8602.110	      8666	     18487	     15396	      4661
25.000    	     0.218	    -0.650	 24025.975	 20654.283	 17913.715	 22137.906	  8646.110	      8585	     18410	     15489	      4770
25.200    	     0.158	    -0.370	 23545.773	 20007.484	 18384.113	 22539.705	  8620.110	      8536	     18344	     15537	      4811
25.400    	     0.366	    -0.542	 23575.174	 20634.684	 17992.113	 22363.307	  8629.110	      8539	     18408	     15497	      4793
