{'Time';'CpX';'CpY';'BottomLeft';'BottomRight';'TopLeft';'TopRight';'Weight';'RAWBottomLeft';'RAWBottonRight';'RAWTopLeft';'RAWTopRight'}
0.002     	     0.583	    -1.664	 12736.374	 14833.084	 10798.914	 10005.506	  4936.110	      7433	     17816	     14763	      3532
0.200     	     0.406	    -1.778	 13226.374	 14676.284	 10593.114	 10054.506	  4954.110	      7483	     17800	     14742	      3537
0.399     	     0.425	    -2.224	 13510.574	 15195.684	 10201.114	  9466.506	  4936.110	      7512	     17853	     14702	      3477
0.599     	     0.175	    -2.716	 14127.974	 15646.484	  9916.914	  8790.306	  4947.110	      7575	     17899	     14673	      3408
0.802     	     0.231	    -2.767	 14137.774	 15891.484	  9965.914	  8731.506	  4972.110	      7576	     17924	     14678	      3402
1.000     	     0.542	    -2.650	 13824.174	 15617.084	  9652.314	  9064.706	  4914.110	      7544	     17896	     14646	      3436
1.201     	     0.571	    -2.190	 13285.174	 15313.284	 10230.514	  9476.306	  4929.110	      7489	     17865	     14705	      3478
1.399     	     0.619	    -1.627	 12667.774	 14803.684	 10808.714	 10054.506	  4932.110	      7426	     17813	     14764	      3537
1.600     	     0.557	    -1.023	 12207.174	 14058.884	 11357.514	 10750.306	  4936.110	      7379	     17737	     14820	      3608
1.799     	     0.341	    -0.758	 11981.774	 13813.884	 11886.714	 10818.906	  4949.110	      7356	     17712	     14874	      3615
1.999     	     0.096	    -0.658	 11883.774	 13676.684	 12229.714	 10652.306	  4943.110	      7346	     17698	     14909	      3598
2.200     	    -0.044	    -1.082	 12403.174	 14019.684	 11867.114	 10152.506	  4943.110	      7399	     17733	     14872	      3547
2.400     	     0.274	    -1.568	 12677.574	 14480.284	 11014.514	  9819.306	  4897.110	      7427	     17780	     14785	      3513
2.602     	     0.486	    -2.090	 13138.174	 15342.684	 10544.114	  9427.306	  4944.110	      7474	     17868	     14737	      3473
2.800     	     0.611	    -2.218	 13138.174	 15499.484	 10318.714	  9319.506	  4926.110	      7474	     17884	     14714	      3462
3.001     	     0.785	    -2.016	 12814.774	 15470.084	 10495.114	  9593.906	  4936.110	      7441	     17881	     14732	      3490
3.200     	     0.714	    -1.691	 12530.574	 15127.084	 10887.114	  9887.906	  4942.110	      7412	     17846	     14772	      3520
3.403     	     1.112	    -1.775	 12403.174	 15430.884	 10573.514	 10034.906	  4943.110	      7399	     17877	     14740	      3535
3.599     	     1.131	    -1.641	 12207.174	 15225.084	 10642.114	 10142.706	  4920.110	      7379	     17856	     14747	      3546
3.801     	     0.986	    -1.369	 12040.574	 14950.684	 11063.514	 10358.306	  4940.110	      7362	     17828	     14790	      3568
3.999     	     0.855	    -1.485	 12314.974	 14901.684	 10926.314	 10250.506	  4938.110	      7390	     17823	     14776	      3557
4.226     	     0.210	    -1.261	 12461.974	 14303.884	 11504.514	 10132.906	  4939.110	      7405	     17762	     14835	      3545
