{'Time';'CpX';'CpY';'BottomLeft';'BottomRight';'TopLeft';'TopRight';'Weight';'RAWBottomLeft';'RAWBottonRight';'RAWTopLeft';'RAWTopRight'}
0.001     	    -0.625	    -3.858	 29729.574	 26279.484	 13787.914	 14797.706	  8632.110	      9167	     18984	     15068	      4021
0.199     	    -0.594	    -3.701	 29464.975	 25838.484	 13876.114	 15189.706	  8609.110	      9140	     18939	     15077	      4061
0.399     	    -0.442	    -3.292	 28690.773	 25201.484	 14385.714	 16150.106	  8615.110	      9061	     18874	     15129	      4159
0.600     	    -0.710	    -3.354	 29200.373	 25005.484	 14473.914	 15895.306	  8630.110	      9113	     18854	     15138	      4133
0.799     	    -0.979	    -2.782	 28337.975	 23780.484	 15816.514	 16551.906	  8621.110	      9025	     18729	     15275	      4200
0.998     	    -1.165	    -2.396	 28024.373	 22614.283	 16394.715	 17267.307	  8602.110	      8993	     18610	     15334	      4273
1.198     	    -1.531	    -2.032	 28171.373	 21232.484	 17012.113	 17982.705	  8612.110	      9008	     18469	     15397	      4346
1.399     	    -1.536	    -1.854	 27955.773	 20977.684	 17384.514	 18355.105	  8640.110	      8986	     18443	     15435	      4384
1.600     	    -1.336	    -1.812	 27583.373	 21105.084	 17276.715	 18541.307	  8623.110	      8948	     18456	     15424	      4403
1.800     	    -0.843	    -1.719	 26789.574	 21448.084	 17002.314	 19060.705	  8602.110	      8867	     18491	     15396	      4456
2.000     	    -0.116	    -1.481	 25476.373	 21947.885	 16923.914	 20001.506	  8607.110	      8733	     18542	     15388	      4552
2.200     	     0.181	    -1.335	 24878.574	 22026.283	 16943.514	 20501.307	  8607.110	      8672	     18550	     15390	      4603
2.399     	     0.383	    -1.352	 24672.773	 22251.684	 16718.113	 20628.705	  8599.110	      8651	     18573	     15367	      4616
2.598     	     0.327	    -1.404	 24917.773	 22212.484	 16600.514	 20579.705	  8603.110	      8676	     18569	     15355	      4611
2.799     	     0.206	    -1.288	 24947.174	 21869.484	 16894.514	 20775.705	  8621.110	      8679	     18534	     15385	      4631
3.000     	     0.010	    -1.130	 24839.373	 21350.084	 17325.715	 20854.105	  8609.110	      8668	     18481	     15429	      4639
3.205     	    -0.141	    -1.050	 24741.373	 21134.484	 17688.314	 20746.307	  8603.110	      8658	     18459	     15466	      4628
3.398     	    -0.211	    -1.066	 24878.574	 21085.484	 17717.715	 20687.506	  8609.110	      8672	     18454	     15469	      4622
3.600     	    -0.350	    -0.966	 24731.574	 20860.084	 18119.514	 20628.705	  8606.110	      8657	     18431	     15510	      4616
3.803     	    -0.488	    -0.790	 24506.174	 20468.084	 18619.314	 20756.105	  8607.110	      8634	     18391	     15561	      4629
3.999     	    -0.549	    -0.893	 24800.174	 20703.283	 18599.715	 20550.307	  8638.110	      8664	     18415	     15559	      4608
4.199     	    -0.750	    -1.349	 25770.373	 21163.885	 17845.113	 19531.105	  8603.110	      8763	     18462	     15482	      4504
4.400     	    -0.918	    -1.483	 26397.574	 21163.885	 17688.314	 19335.105	  8631.110	      8827	     18462	     15466	      4484
4.598     	    -1.199	    -1.753	 27514.773	 21007.084	 17119.914	 18943.105	  8631.110	      8941	     18446	     15408	      4444
